1,14652.474048081836
2,4549.294453533251
3,5696.988056863859
4,5796.490553212681
5,2974.4295356834673
6,4557.221771346313
7,3257.5125213995007
8,4158.132040624601
9,1706.6089991209672
10,2478.4148129467876
11,2593.0208077924085
12,3691.8435688187346
13,2735.3224216181466
14,3617.646005456686
15,3114.2445335580705
16,2322.0263084121143
17,2958.7085613986546
18,2873.650606605233
19,3113.149791175144
20,2743.3943162293594
21,2304.145747483313
22,2973.1600103254136
23,2495.310003312321
24,2475.6408521835747
25,1969.8441803378325
26,628.4554259620206
27,2504.1930247058326
28,1577.510924842741
29,2413.0150348533907
30,2074.062772711772
31,2317.466017205057
32,2541.3595007366216
33,3165.2100561307348
34,3866.428052418223
35,2564.791074243438
36,2124.3595631955404
37,2531.134308191663
38,2465.541489323963
39,2614.7539283275596
40,2286.5631873584607
41,3029.8718032305283
42,2607.987664274278
43,2549.0519600827665
44,2744.784413098663
45,1813.077187156767
46,2284.7511149808206
47,3035.7716851282926
48,3090.2025128839437
49,1797.8875787989036
50,2348.1686968847102
51,2031.699484963017
52,2210.518285605741
53,2778.160483375611
54,2856.8212786410136
55,2690.585480095636
56,2220.528445379803
57,2311.579991950598
58,2222.278652761712
59,3045.1928376813994
60,3004.3588146133056
61,2878.946828124681
62,1359.4921461941963
63,1744.8421309730218
64,3061.097597808678
65,1214.707437677412
66,2131.6585030917545
67,2385.1245626203727
68,2493.8364320884098
69,1807.202677693552
70,2163.9129286796315
71,1234.2103962923295
72,1596.8068267164988
73,2096.3205479202306
74,2469.5908368166406
75,1128.164979636731
76,1235.200746267439
77,2255.3603025306993
78,2485.5038172356863
79,2320.552700471168
80,1976.337848205345
81,2598.444581283535
82,2849.4415437317152
83,2543.3821918497106
84,1853.438247632966
85,2172.239035402099
86,1965.1266280740604
87,2421.8443024637722
88,1443.0104545613121
89,3246.6782989782105
90,1525.653269182842
91,1856.8104429506661
92,3865.679055382212
93,1904.9890786175768
94,2010.5540636233504
95,1403.27249344539
96,2025.448343411193
97,2836.094235906983
98,3347.680163333827
99,3118.839430050097
100,2339.664845081564
