1,13855.085118184075
2,8896.787327571363
3,6879.58924129013
4,5008.1932908560575
5,3693.689710124946
6,2820.755545246714
7,2985.1466338550663
8,2529.09116263016
9,2197.9242296376055
10,2293.889962942855
11,2396.0603929175313
12,2368.353922959108
13,2487.330471169039
14,2043.4670430126655
15,2239.244572064222
16,1877.7227506211675
17,1969.1223530030015
18,2351.320591223765
19,2255.86886545493
20,2722.9635892991646
21,2902.0447018046807
22,2516.423650188409
23,1843.170805223617
24,2239.3436727297085
25,2536.1567127516396
26,2284.281991156018
27,2893.5409723430844
28,2369.088186719633
29,2453.8557047675554
30,2058.3211093433165
31,2140.0907092200105
32,3755.0284521312064
33,2826.537313625497
34,2076.3928118453327
35,2168.919927736062
36,2660.4269449293774
37,2213.02693293036
38,2259.607811929676
39,3132.2721049709035
40,2315.657502005247
41,2505.028622601979
42,3066.1306180519864
43,2561.5973662633132
44,2056.4461107644597
45,3361.383299735353
46,3118.0582421467207
47,2574.317600697641
48,2544.0305607186547
49,2408.1322503870456
50,2798.844605195322
51,2263.150162232162
52,1984.2926827683493
53,3380.479775802309
54,3675.7992419351017
55,2087.235347993212
56,2701.6214062532163
57,2113.0309620861535
58,2150.8720504442376
59,2169.378347503491
60,2739.7634160606594
61,2473.4077370271552
62,2044.8121196728175
63,2394.8600200427936
64,2648.4887160334624
65,2569.7981265119147
66,3592.937207388777
67,2717.0417243482393
68,2468.50127020868
69,2394.010491931548
70,2669.0338320997653
71,3357.9545623036925
72,2561.033326481918
73,2524.80744392858
74,2892.259147348061
75,1865.8459444398252
76,2325.3780650647423
77,4178.995154392748
78,2234.9194450942246
79,2332.037431895407
80,2313.6371093452694
81,2466.579584668708
82,2369.004965278395
83,2919.9818727593365
84,2432.2632714554848
85,2980.1458715467083
86,2603.2689243541868
87,2580.037462171211
88,4394.810028228811
89,4177.922914937992
90,2851.1051058673465
91,3082.622699579392
92,3359.8923418345503
93,3316.1246720145687
94,2869.0713207835047
95,2067.9667197904437
96,2748.5280436186836
97,3152.3312449168147
98,3387.520704063755
99,3805.716674168833
100,3118.859031713903
